"","id","first_name","second_name","player_type","team_name","now_cost","total_points","points_per_game","status","bps","influence","creativity","threat","ict_index","news","news_added","photo","bonus","value_form","value_season","goals_scored","assists","clean_sheets","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus.1","element_type","team"
"356",175,"Demarai","Gray","MID","Leicester",5400000,1,"1.0","a",4,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/172632.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,9
"277",176,"Wilfred","Ndidi","MID","Leicester",5e+06,15,"5.0","a",64,"72.0","15.6","20.0","10.8","","2019-08-27T11:00:13.484600Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/203341.jpg",3,"0.8","3.0",1,0,1,0,0,0,0,0,0,3,3,9
"278",177,"Matty","James","MID","Leicester",4500000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Achilles injury - Unknown return date","2019-08-27T12:30:14.308742Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/61604.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,9
"279",178,"Daniel","Amartey","MID","Leicester",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","","2019-06-25T11:30:07.144362Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/155569.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,9
"293",179,"Nampalys","Mendy","MID","Leicester",4500000,1,"1.0","a",2,"1.2","0.0","0.0","0.1","","2019-07-30T15:00:09.217034Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/86881.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,9
"321",180,"Hamza","Choudhury","MID","Leicester",4500000,8,"2.0","a",42,"39.6","25.9","20.0","8.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/197469.jpg",0,"0.4","1.8",0,0,1,0,0,0,0,0,0,0,3,9
"214",181,"Andrew","Robertson","DEF","Liverpool",6900000,12,"3.0","a",76,"61.2","92.8","65.0","21.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/122798.jpg",0,"0.4","1.7",0,0,1,0,0,0,0,0,0,0,2,10
"175",182,"Trent","Alexander-Arnold","DEF","Liverpool",7e+06,20,"5.0","a",100,"83.8","146.1","72.0","30.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/169187.jpg",0,"0.7","2.9",0,3,1,0,0,0,1,0,0,0,2,10
"176",183,"Virgil","van Dijk","DEF","Liverpool",6500000,18,"4.5","a",77,"94.2","2.7","43.0","14.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/97032.jpg",0,"0.7","2.8",1,0,1,0,0,0,0,0,0,0,2,10
"217",184,"Joseph","Gomez","DEF","Liverpool",5400000,2,"2.0","a",10,"14.0","11.8","0.0","2.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/171287.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,2,10
"177",185,"Joel","Matip","DEF","Liverpool",5400000,17,"5.7","a",65,"84.6","12.6","23.0","12.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/60914.jpg",1,"0.8","3.1",1,0,1,0,0,0,0,0,0,1,2,10
"178",186,"Dejan","Lovren","DEF","Liverpool",5400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","","2019-08-14T10:00:15.198752Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/38454.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,10
"508",187,"Roberto","Firmino","FWD","Liverpool",9500000,24,"6.0","a",108,"71.6","27.8","197.0","29.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/92217.jpg",2,"0.6","2.5",2,2,1,0,0,0,0,0,0,2,4,10
"506",188,"Divock","Origi","FWD","Liverpool",5500000,14,"4.7","a",51,"45.6","27.0","21.0","9.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/152760.jpg",3,"0.6","2.5",1,1,0,0,0,0,0,0,0,3,4,10
"54",189,"Alisson","Ramses Becker","GKP","Liverpool",5800000,1,"1.0","i",7,"5.6","0.0","0.0","0.6","Calf injury - Unknown return date","2019-08-09T21:00:16.736264Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/116535.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,2,0,1,10
"48",190,"Simon","Mignolet","GKP","Liverpool",4500000,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined Club Brugge on a permanent deal on 5/8","2019-08-05T14:30:10.321194Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/66797.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,10
"337",191,"Mohamed","Salah","MID","Liverpool",12500000,36,"9.0","a",98,"128.4","68.1","135.0","33.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/118748.jpg",5,"0.7","2.9",3,2,2,0,0,0,0,0,0,5,3,10
"419",192,"Sadio","Mané","MID","Liverpool",11500000,25,"6.2","a",81,"90.8","108.5","74.0","27.3","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/110979.jpg",3,"0.5","2.2",2,1,2,0,0,0,0,0,0,3,3,10
"420",193,"Alex","Oxlade-Chamberlain","MID","Liverpool",6400000,4,"1.3","a",22,"11.0","13.3","12.0","3.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/81880.jpg",0,"0.2","0.6",0,0,0,0,0,0,0,0,0,0,3,10
"421",194,"Xherdan","Shaqiri","MID","Liverpool",6400000,1,"1.0","a",3,"0.0","0.0","0.0","0.0","","2019-07-15T10:00:11.336279Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/68312.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,10
"301",195,"Adam","Lallana","MID","Liverpool",5900000,1,"1.0","a",3,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/39155.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,10
"302",196,"Naby","Keita","MID","Liverpool",5900000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Muscle injury - Unknown return date","2019-08-14T18:00:07.804197Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/175592.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,10
"303",197,"Fabio Henrique","Tavares","MID","Liverpool",5500000,12,"3.0","a",67,"66.2","63.1","9.0","13.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/116643.jpg",2,"0.5","2.2",0,1,1,0,0,0,1,0,0,2,3,10
"304",198,"Jordan","Henderson","MID","Liverpool",5500000,8,"2.0","a",45,"27.2","16.2","61.0","10.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/56979.jpg",0,"0.4","1.5",0,0,1,0,0,0,0,0,0,0,3,10
"305",199,"Georginio","Wijnaldum","MID","Liverpool",5500000,10,"2.5","a",46,"21.4","15.9","18.0","5.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/41733.jpg",0,"0.5","1.8",0,0,2,0,0,0,0,0,0,0,3,10
"346",200,"James","Milner","MID","Liverpool",5500000,8,"2.7","a",26,"25.2","25.8","17.0","6.9","","2019-08-04T16:30:15.474162Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/15157.jpg",0,"0.4","1.5",0,1,1,0,0,0,0,0,0,0,3,10
"307",201,"Rafael","Camacho","MID","Liverpool",4500000,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined Sporting CP on a permanent deal on 27/6","2019-07-02T09:00:13.203360Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/217989.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,10
"158",202,"Aymeric","Laporte","DEF","Man City",6500000,9,"2.2","d",56,"60.6","26.9","19.0","10.6","Knee injury - 25% chance of playing","2019-08-31T15:00:12.277175Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/146941.jpg",0,"0.3","1.4",0,0,1,0,0,0,1,0,0,0,2,11
"199",203,"Kyle","Walker","DEF","Man City",6e+06,16,"4.0","a",82,"51.6","58.1","32.0","14.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/58621.jpg",0,"0.7","2.7",0,1,2,0,0,0,2,0,0,0,2,11
"200",204,"Benjamin","Mendy","DEF","Man City",5900000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Knee injury - Unknown return date","2019-07-19T08:30:13.863724Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/102826.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,11
"181",205,"Fabian","Delph","DEF","Everton",5400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","","2019-08-03T18:30:13.211758Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/41823.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,8
"80",206,"Oleksandr","Zinchenko","DEF","Man City",5500000,15,"3.8","a",83,"59.0","108.1","15.0","18.3","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/206325.jpg",0,"0.7","2.7",0,0,2,0,0,0,0,0,0,0,2,11
"202",207,"John","Stones","DEF","Man City",5400000,6,"6.0","d",33,"18.8","0.8","0.0","2.0","Thigh injury - 75% chance of playing","2019-08-17T19:00:12.431951Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/97299.jpg",0,"0.3","1.1",0,0,1,0,0,0,0,0,0,0,2,11
"82",208,"Nicolás","Otamendi","DEF","Man City",5400000,8,"2.7","a",44,"34.0","13.5","95.0","14.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/57410.jpg",0,"0.4","1.5",0,0,1,0,0,0,1,0,0,0,2,11
"83",209,"Danilo Luiz","da Silva","DEF","Man City",5e+06,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined Juventus on a permanent deal on 7/8.","2019-08-07T20:30:14.457427Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/100180.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,11
"516",210,"Sergio","Agüero","FWD","Man City",1.2e+07,37,"9.2","a",176,"140.4","45.8","136.0","32.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/37572.jpg",3,"0.8","3.1",6,1,1,0,0,0,0,0,0,3,4,11
"481",211,"Gabriel Fernando","de Jesus","FWD","Man City",9500000,7,"3.5","d",34,"33.4","5.6","90.0","12.7","Hamstring injury - 75% chance of playing","2019-08-25T15:30:15.252763Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/205651.jpg",0,"0.2","0.7",1,0,1,0,0,0,0,0,0,0,4,11
"49",212,"Ederson","Santana de Moraes","GKP","Man City",6100000,17,"4.2","a",81,"78.4","0.0","0.0","7.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/121160.jpg",0,"0.7","2.8",0,0,2,0,0,0,1,0,10,0,1,11
"50",213,"Claudio","Bravo","GKP","Man City",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","","2019-06-25T11:30:07.160148Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/33148.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,11
"444",214,"Raheem","Sterling","MID","Man City",12300000,37,"9.2","a",117,"191.2","56.1","261.0","50.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/103955.jpg",4,"0.7","3.0",5,0,2,0,0,0,2,0,0,4,3,11
"445",215,"Kevin","De Bruyne","MID","Man City",9700000,34,"8.5","a",144,"114.2","207.4","81.0","40.3","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/61366.jpg",4,"0.9","3.5",1,5,2,0,0,0,0,0,0,4,3,11
"446",216,"Leroy","Sané","MID","Man City",9400000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Knee injury - Unknown return date","2019-08-04T23:30:16.051513Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/182156.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,11
"447",217,"Riyad","Mahrez","MID","Man City",8500000,19,"4.8","a",69,"57.4","65.8","47.0","17.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/103025.jpg",2,"0.6","2.2",0,3,2,0,0,0,0,0,0,2,3,11
"448",218,"Bernardo Mota","Veiga de Carvalho e Silva","MID","Man City",7900000,10,"3.3","a",41,"14.8","43.2","143.0","20.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/165809.jpg",0,"0.3","1.3",1,0,0,0,0,0,0,0,0,0,3,11
"449",219,"David","Silva","MID","Man City",7400000,23,"5.8","a",86,"59.8","62.3","61.0","18.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/20664.jpg",2,"0.8","3.1",0,4,2,0,0,0,0,0,0,2,3,11
"329",220,"Phil","Foden","MID","Man City",5400000,1,"1.0","a",3,"1.0","0.4","0.0","0.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/209244.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,11
"330",221,"Fernando","Luiz Rosa","MID","Man City",5300000,1,"1.0","a",12,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/27789.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,11
"331",222,"Ilkay","Gündogan","MID","Man City",5400000,5,"1.2","a",36,"27.0","57.5","18.0","10.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/59859.jpg",0,"0.2","0.9",0,0,0,0,0,0,0,0,0,0,3,11
"143",223,"Chris","Smalling","DEF","Man Utd",5400000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined AS Roma on loan until the end of the season on 30/8. - Expected back 01 Jul","2019-08-30T19:00:16.913287Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/55909.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,12
"184",224,"Ashley","Young","DEF","Man Utd",5400000,2,"1.0","a",22,"12.4","82.3","7.0","10.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/18892.jpg",0,"0.1","0.4",0,0,0,0,0,0,1,0,0,0,2,12
"222",225,"Victor","Lindelöf","DEF","Man Utd",5500000,10,"2.5","a",68,"47.0","3.8","0.0","5.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/184667.jpg",0,"0.5","1.8",0,0,1,0,0,0,1,0,0,0,2,12
"105",226,"Luke","Shaw","DEF","Man Utd",5500000,9,"3.0","i",50,"34.0","58.4","10.0","10.2","Hamstring injury - Expected back 22 Sep","2019-08-24T16:30:09.441165Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/106760.jpg",0,"0.4","1.6",0,0,1,0,0,0,0,0,0,0,2,12
"106",227,"Marcos","Rojo","DEF","Man Utd",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/58893.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,12
"211",228,"Eric","Bailly","DEF","Man Utd",4900000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Knee injury - Expected back 26 Dec","2019-07-26T12:00:09.210610Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/197365.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,12
"225",229,"José Diogo","Dalot Teixeira","DEF","Man Utd",4900000,0,"0.0","d",0,"0.0","0.0","0.0","0.0","Muscle injury - 50% chance of playing","2019-08-23T09:00:16.362351Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/216051.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,12
"190",230,"Matteo","Darmian","DEF","Man Utd",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/40002.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,12
"151",231,"Phil","Jones","DEF","Man Utd",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/76359.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,12
"525",232,"Romelu","Lukaku","FWD","Man Utd",8500000,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined Inter Milan on a permanent deal on 8/8","2019-08-08T16:00:18.534831Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/66749.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,12
"514",233,"Marcus","Rashford","FWD","Man Utd",8600000,21,"5.2","a",73,"93.8","48.4","96.0","23.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/176297.jpg",4,"0.6","2.4",2,1,1,0,0,1,0,0,0,4,4,12
"471",234,"Mason","Greenwood","FWD","Man Utd",4500000,4,"1.0","a",13,"3.4","3.7","18.0","2.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/220688.jpg",0,"0.2","0.9",0,0,0,0,0,0,0,0,0,0,4,12
"30",235,"David","de Gea","GKP","Man Utd",5600000,15,"3.8","a",64,"66.0","0.0","0.0","6.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/51940.jpg",2,"0.7","2.7",0,0,1,0,0,0,0,0,10,2,1,12
"19",236,"Sergio","Romero","GKP","Man Utd",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/42899.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,12
"3",237,"Lee","Grant","GKP","Man Utd",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/6744.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,12
"352",238,"Paul","Pogba","MID","Man Utd",8600000,13,"3.2","a",56,"68.8","92.7","56.0","21.8","","2019-08-02T19:30:11.168405Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/74208.jpg",0,"0.4","1.5",0,2,1,0,0,1,0,0,0,0,3,12
"353",239,"Anthony","Martial","MID","Man Utd",7700000,19,"6.3","d",49,"93.6","34.7","136.0","26.5","Thigh injury - 50% chance of playing","2019-08-24T18:00:17.601995Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/148225.jpg",0,"0.6","2.5",2,1,1,0,0,0,1,0,0,0,3,12
"354",240,"Alexis","Sánchez","MID","Man Utd",6900000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Jul","2019-08-09T10:00:14.686303Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/37265.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,12
"355",241,"Jesse","Lingard","MID","Man Utd",6500000,6,"1.5","a",15,"11.6","31.2","4.0","4.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/109322.jpg",0,"0.2","0.9",0,0,1,0,0,0,1,0,0,0,3,12
"396",242,"Juan","Mata","MID","Man Utd",6400000,5,"1.2","a",19,"1.4","2.3","0.0","0.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/43670.jpg",0,"0.2","0.8",0,0,0,0,0,0,0,0,0,0,3,12
"357",243,"Daniel","James","MID","Man Utd",6e+06,20,"5.0","a",63,"71.8","11.2","103.0","18.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/200617.jpg",0,"0.8","3.3",3,0,0,0,0,0,2,0,0,0,3,12
"358",244,"Frederico","Rodrigues de Paula Santos","MID","Man Utd",5400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/101582.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,12
"359",245,"Angel","Gomes","MID","Man Utd",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/209041.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,12
"360",246,"Andreas","Pereira","MID","Man Utd",5e+06,9,"3.0","a",29,"22.0","20.4","4.0","4.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/156689.jpg",0,"0.4","1.8",0,1,1,0,0,0,0,0,0,0,3,12
"361",247,"Nemanja","Matic","MID","Man Utd",4900000,1,"1.0","a",5,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/62398.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,12
"362",248,"Scott","McTominay","MID","Man Utd",5e+06,12,"3.0","a",57,"21.2","19.7","57.0","9.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/195851.jpg",0,"0.6","2.4",0,1,1,0,0,0,0,0,0,0,3,12
"363",249,"Tahith","Chong","MID","Man Utd",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/222677.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,12
"364",250,"James","Garner","MID","Man Utd",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/232928.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,12
"131",251,"Matt","Ritchie","DEF","Newcastle",5500000,8,"2.7","i",49,"48.6","98.0","12.0","15.8","Ankle injury - Expected back 02 Nov","2019-08-28T21:30:17.608501Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/56983.jpg",0,"0.4","1.5",0,0,1,0,0,0,1,0,0,0,2,13
"132",252,"Fabian","Schär","DEF","Newcastle",5e+06,19,"4.8","d",74,"82.0","2.5","26.0","11.0","Illness - 75% chance of playing","2019-08-31T18:00:16.706560Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/119471.jpg",2,"1.0","3.8",1,0,1,0,0,0,0,0,0,2,2,13
"133",253,"DeAndre","Yedlin","DEF","Newcastle",4500000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Groin Injury - Unknown return date","2019-06-25T11:30:07.199276Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/151119.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,13
"134",254,"Federico","Fernández","DEF","Newcastle",4500000,2,"1.0","a",8,"4.0","0.0","0.0","0.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/57145.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,2,13
"95",255,"Paul","Dummett","DEF","Newcastle",4500000,10,"2.5","a",63,"60.8","2.0","33.0","9.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/106618.jpg",1,"0.6","2.2",0,0,1,0,0,0,2,0,0,1,2,13
"96",256,"Javier","Manquillo","DEF","Newcastle",4500000,3,"1.5","a",17,"8.4","11.1","2.0","2.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/109528.jpg",0,"0.2","0.7",0,0,0,0,0,0,0,0,0,0,2,13
"137",257,"Florian","Lejeune","DEF","Newcastle",4500000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Knee injury - Unknown return date","2019-06-25T11:30:07.214396Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/77359.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,13
"138",258,"Jamaal","Lascelles","DEF","Newcastle",4500000,11,"2.8","a",61,"51.8","0.5","22.0","7.5","","2019-08-25T18:00:16.679021Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/101148.jpg",0,"0.6","2.4",0,0,1,0,0,0,0,0,0,0,2,13
"209",259,"Ciaran","Clark","DEF","Newcastle",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/58845.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,13
"482",260,"Yoshinori","Muto","FWD","Newcastle",5400000,3,"1.0","a",6,"0.0","1.5","2.0","0.3","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/196118.jpg",0,"0.1","0.6",0,0,0,0,0,0,0,0,0,0,4,13
"485",261,"Jose Luis","Mato Sanmartín","FWD","Newcastle",5e+06,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined Alaves on a permanent deal on 15/7","2019-07-16T00:30:14.636406Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/61316.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,13
"33",262,"Martin","Dubravka","GKP","Newcastle",5e+06,13,"3.2","a",65,"63.8","0.0","0.0","6.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/67089.jpg",0,"0.6","2.6",0,0,1,0,0,0,0,0,11,0,1,13
"53",263,"Karl","Darlow","GKP","Newcastle",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/59735.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,13
"35",264,"Frederick","Woodman","GKP","Newcastle",4e+06,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Swansea City on loan until the end of the season on 1/8. - Expected back 01 Jul","2019-08-01T10:00:13.686109Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/155503.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,13
"295",265,"Ayoze","Pérez","MID","Leicester",6300000,7,"2.3","a",25,"24.6","38.4","47.0","11.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/168580.jpg",0,"0.3","1.1",0,0,1,0,0,0,0,0,0,0,3,9
"259",266,"Miguel","Almirón","MID","Newcastle",6e+06,8,"2.0","a",17,"11.4","17.8","63.0","9.2","","2019-08-28T18:30:16.472453Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/179018.jpg",0,"0.3","1.3",0,0,1,0,0,0,1,0,0,0,3,13
"273",267,"Christian","Atsu","MID","Newcastle",5400000,8,"4.0","a",31,"25.4","31.3","2.0","5.9","","2019-08-16T12:00:11.640631Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/104953.jpg",0,"0.4","1.5",0,1,1,0,0,0,0,0,0,0,3,13
