"","id","first_name","second_name","player_type","team_name","now_cost","total_points","points_per_game","status","bps","influence","creativity","threat","ict_index","news","news_added","photo","bonus","value_form","value_season","goals_scored","assists","clean_sheets","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus.1","element_type","team"
"382",268,"Sung-yueng","Ki","MID","Newcastle",4900000,2,"2.0","a",8,"8.4","16.1","0.0","2.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/76542.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,3,13
"383",269,"Jonjo","Shelvey","MID","Newcastle",5e+06,9,"4.5","a",35,"52.4","45.3","47.0","14.5","","2019-08-11T18:00:09.240565Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/50232.jpg",1,"0.4","1.8",1,0,0,0,0,0,0,0,0,1,3,13
"384",270,"Sean","Longstaff","MID","Newcastle",5e+06,10,"2.5","a",41,"33.2","13.8","17.0","6.4","","2019-06-25T11:30:07.229329Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/180135.jpg",0,"0.5","2.0",0,1,1,0,0,0,1,0,0,0,3,13
"385",271,"Isaac","Hayden","MID","Newcastle",4500000,11,"2.8","a",60,"51.0","27.2","18.0","9.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/153127.jpg",0,"0.6","2.4",0,1,1,0,0,0,1,0,0,0,3,13
"159",272,"Timm","Klose","DEF","Norwich",4500000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Knee injury - Unknown return date","2019-08-27T21:30:10.685404Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/84384.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,14
"160",273,"Ben","Godfrey","DEF","Norwich",4500000,4,"1.0","a",70,"71.2","0.8","13.0","8.5","","2019-07-15T10:00:11.392489Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/198826.jpg",0,"0.2","0.9",0,0,0,0,0,0,0,0,0,0,2,14
"161",274,"Maximillian","Aarons","DEF","Norwich",4500000,2,"0.5","a",40,"46.6","17.7","20.0","8.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/232980.jpg",0,"0.1","0.4",0,0,0,0,0,0,2,0,0,0,2,14
"162",275,"Christoph","Zimmermann","DEF","Norwich",4500000,1,"1.0","d",3,"0.0","0.0","0.0","0.0","Knock - 75% chance of playing","2019-08-31T17:00:18.410489Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/192303.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,2,14
"163",276,"Jamal","Lewis","DEF","Norwich",4500000,8,"2.0","a",73,"64.2","38.1","6.0","10.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/194799.jpg",0,"0.4","1.8",0,0,1,0,0,0,0,0,0,0,2,14
"164",277,"Grant","Hanley","DEF","Norwich",4e+06,1,"0.3","d",33,"55.8","0.4","21.0","7.8","Groin Injury - 50% chance of playing","2019-08-30T13:00:13.177945Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/83428.jpg",0,"0.0","0.2",0,0,0,1,0,0,0,0,0,0,2,14
"493",278,"Teemu","Pukki","FWD","Norwich",7e+06,37,"9.2","a",159,"203.8","44.6","193.0","44.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/57127.jpg",6,"1.3","5.3",5,1,0,0,0,0,0,0,0,6,4,14
"505",279,"Dennis","Srbeny","FWD","Norwich",5400000,1,"1.0","a",3,"2.2","0.1","0.0","0.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/179587.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,4,14
"39",280,"Tim","Krul","GKP","Norwich",4500000,7,"1.8","a",72,"88.8","0.0","0.0","8.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/20480.jpg",0,"0.4","1.6",0,0,0,0,0,0,0,0,16,0,1,14
"31",281,"Michael","McGovern","GKP","Norwich",4e+06,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/18499.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,14
"296",282,"Mario","Vrancic","MID","Norwich",6300000,2,"1.0","a",5,"2.8","11.0","20.0","3.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/37614.jpg",0,"0.1","0.3",0,0,0,0,0,0,0,0,0,0,3,14
"405",283,"Emiliano","Buendía","MID","Norwich",6e+06,13,"3.2","a",57,"90.8","145.1","41.0","27.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/195546.jpg",0,"0.5","2.2",0,2,0,0,0,0,1,0,0,0,3,14
"406",284,"Onel","Hernández","MID","Norwich",5400000,1,"1.0","i",0,"0.0","0.6","22.0","2.1","Knee injury - Unknown return date","2019-08-16T13:30:14.267813Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/89470.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,14
"407",285,"Marco","Stiepermann","MID","Norwich",5500000,7,"1.8","a",20,"13.2","20.8","42.0","7.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/71738.jpg",0,"0.3","1.3",0,0,1,0,0,0,1,0,0,0,3,14
"327",286,"Kenny","McLean","MID","Norwich",5e+06,4,"1.3","a",28,"15.6","2.2","0.0","1.8","","2019-08-16T13:30:14.280143Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/78607.jpg",0,"0.2","0.8",0,0,0,0,0,0,0,0,0,0,3,14
"409",287,"Todd","Cantwell","MID","Norwich",4700000,21,"5.2","a",70,"100.2","94.4","80.0","27.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/193111.jpg",2,"1.1","4.5",1,2,0,0,0,0,0,0,0,2,3,14
"410",288,"Moritz","Leitner","MID","Norwich",4500000,6,"1.5","a",46,"37.6","32.9","10.0","8.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/87396.jpg",0,"0.3","1.3",0,0,0,0,0,0,1,0,0,0,3,14
"411",289,"Alexander","Tettey","MID","Norwich",4500000,1,"1.0","a",3,"2.2","0.1","0.0","0.2","","2019-07-30T15:00:09.320270Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/18665.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,3,14
"412",290,"Tom","Trybull","MID","Norwich",4500000,9,"2.2","a",63,"34.0","14.8","8.0","5.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/90440.jpg",0,"0.5","2.0",0,0,1,0,0,0,0,0,0,0,3,14
"185",291,"Enda","Stevens","DEF","Sheffield Utd",5e+06,14,"3.5","a",75,"46.0","20.1","22.0","8.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/63426.jpg",1,"0.7","2.8",0,1,1,0,0,0,0,0,0,1,2,15
"186",292,"Kieron","Freeman","DEF","Sheffield Utd",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/87121.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,15
"187",293,"Jack","O'Connell","DEF","Sheffield Utd",4500000,10,"2.5","a",61,"54.2","21.7","66.0","14.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/146610.jpg",0,"0.6","2.2",0,0,1,0,0,0,0,0,0,0,2,15
"188",294,"George","Baldock","DEF","Sheffield Utd",4500000,15,"3.8","a",55,"54.8","34.9","38.0","12.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/82691.jpg",3,"0.8","3.3",0,1,1,0,0,0,1,0,0,3,2,15
"189",295,"John","Egan","DEF","Sheffield Utd",4500000,10,"2.5","a",60,"48.2","1.0","6.0","5.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/108416.jpg",0,"0.6","2.2",0,0,1,0,0,0,0,0,0,0,2,15
"69",296,"Richard","Stearman","DEF","Sheffield Utd",4e+06,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/18832.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,15
"111",297,"John","Lundstram","DEF","Sheffield Utd",4200000,18,"4.5","a",77,"61.2","54.8","43.0","15.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/153723.jpg",4,"1.1","4.3",1,0,1,0,0,0,2,0,0,4,2,15
"491",298,"Billy","Sharp","FWD","Sheffield Utd",5900000,9,"4.5","a",33,"36.8","14.3","39.0","9.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/18867.jpg",3,"0.4","1.5",1,0,0,0,0,0,0,0,0,3,4,15
"56",299,"Jake","Eastwood","GKP","Sheffield Utd",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/213280.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,15
"308",300,"Mark","Duffy","MID","Sheffield Utd",5400000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Stoke City on loan until the end of the season on 8/8. - Expected back 01 Jul","2019-08-08T17:30:15.368429Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/59614.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,15
"349",301,"John","Fleck","MID","Sheffield Utd",4900000,2,"1.0","d",12,"10.0","44.0","1.0","5.5","Hamstring injury - 75% chance of playing","2019-08-18T16:00:08.379574Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/47247.jpg",0,"0.1","0.4",0,0,0,0,0,0,1,0,0,0,3,15
"323",302,"Oliver","Norwood","MID","Sheffield Utd",5e+06,9,"2.2","a",62,"54.0","114.9","16.0","18.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/79934.jpg",0,"0.4","1.8",0,0,1,0,0,0,0,0,0,0,3,15
"470",303,"David","McGoldrick","FWD","Sheffield Utd",5500000,6,"1.5","a",14,"16.4","10.8","61.0","8.8","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/27436.jpg",0,"0.3","1.1",0,0,1,0,0,0,0,0,0,0,4,15
"169",304,"Jannik","Vestergaard","DEF","Southampton",5e+06,19,"4.8","a",86,"59.0","36.3","47.0","14.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/93100.jpg",3,"1.0","3.8",1,0,1,0,0,0,0,0,0,3,2,16
"197",305,"Ryan","Bertrand","DEF","Southampton",5e+06,2,"1.0","d",14,"6.0","7.8","9.0","2.3","Ankle injury - 75% chance of playing","2019-08-24T16:30:09.551450Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/40146.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,2,16
"207",306,"Yan","Valery","DEF","Southampton",5e+06,3,"1.0","a",22,"34.8","32.4","28.0","9.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/213482.jpg",0,"0.2","0.6",0,0,0,0,0,0,0,0,0,0,2,16
"212",307,"Jan","Bednarek","DEF","Southampton",4500000,11,"2.8","a",66,"61.6","11.8","10.0","8.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/171771.jpg",1,"0.6","2.4",0,0,1,0,0,0,0,0,0,1,2,16
"213",308,"Jack","Stephens","DEF","Southampton",4500000,1,"1.0","a",10,"10.6","0.1","2.0","1.3","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/88900.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,2,16
"104",309,"Matt","Targett","DEF","Aston Villa",4400000,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Hamstring injury - Unknown return date","2019-08-27T21:30:10.743130Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/169359.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,2
"93",310,"Maya","Yoshida","DEF","Southampton",4500000,2,"1.0","a",13,"12.4","0.3","37.0","5.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/80447.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,2,16
"94",311,"Kayne","Ramsay","DEF","Southampton",4e+06,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/232797.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,16
"467",312,"Charlie","Austin","FWD","Southampton",6e+06,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined West Bromwich Albion on a permanent deal on 8/8","2019-08-08T15:00:14.602505Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/78356.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,16
"487",313,"Danny","Ings","FWD","Southampton",6e+06,15,"3.8","a",54,"55.8","43.4","72.0","17.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/84939.jpg",1,"0.6","2.5",1,1,1,0,0,0,0,0,0,1,4,16
"517",314,"Michael","Obafemi","FWD","Southampton",5e+06,1,"1.0","d",0,"0.0","0.4","4.0","0.4","Hamstring injury - 75% chance of playing","2019-08-27T21:30:10.755595Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/220598.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,4,16
"490",315,"Shane","Long","FWD","Southampton",4900000,1,"1.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/20452.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,4,16
"494",316,"Sam","Gallagher","FWD","Southampton",4500000,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined Blackburn Rovers on a permanent deal on 13/7","2019-07-14T15:00:12.872120Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/153371.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,16
"36",317,"Fraser","Forster","GKP","Southampton",4500000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Celtic on loan until the end of the season on 22/8. - Expected back 01 Jul","2019-08-22T21:00:16.083355Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/40383.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,16
"57",318,"Alex","McCarthy","GKP","Southampton",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/58376.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,16
"45",319,"Angus","Gunn","GKP","Southampton",4500000,14,"3.5","a",75,"61.6","0.0","0.0","6.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/107265.jpg",0,"0.8","3.1",0,0,1,0,0,0,0,0,15,0,1,16
"338",320,"Nathan","Redmond","MID","Southampton",6400000,14,"4.7","i",44,"53.2","49.5","81.0","18.5","Ankle injury - Expected back 20 Sep","2019-08-27T21:30:10.776482Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/83283.jpg",2,"0.5","2.2",1,0,1,0,0,0,0,0,0,2,3,16
"339",321,"James","Ward-Prowse","MID","Southampton",5900000,8,"2.0","a",43,"34.2","76.5","23.0","13.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/101178.jpg",0,"0.3","1.4",0,0,1,0,0,0,1,0,0,0,3,16
"340",322,"Mohamed","Elyounoussi","MID","Southampton",5400000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Celtic on loan until the end of the season on 30/8. - Expected back 01 Jul","2019-08-31T00:00:09.798881Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/96787.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,16
"341",323,"Stuart","Armstrong","MID","Southampton",5400000,2,"0.7","a",1,"3.4","0.7","17.0","2.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/91047.jpg",0,"0.1","0.4",0,0,0,0,0,0,1,0,0,0,3,16
"342",324,"Mario","Lemina","MID","Southampton",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/151086.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,16
"343",325,"Pierre-Emile","Højbjerg","MID","Southampton",4900000,7,"1.8","a",29,"18.0","9.1","25.0","5.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/132015.jpg",0,"0.4","1.4",0,0,1,0,0,0,1,0,0,0,3,16
"344",326,"Tyreke","Johnson","MID","Southampton",4500000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Woking on loan until January on 2/8. - Expected back 01 Jan","2019-08-02T13:30:09.188463Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/204481.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,16
"345",327,"Callum","Slattery","MID","Southampton",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/193109.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,16
"386",328,"Oriol","Romeu Vidal","MID","Southampton",4500000,8,"2.0","a",53,"30.6","29.9","11.0","7.1","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/78056.jpg",0,"0.4","1.8",0,0,1,0,0,0,1,0,0,0,3,16
"231",329,"Ben","Davies","DEF","Spurs",5500000,1,"1.0","a",2,"0.0","1.2","4.0","0.3","","2019-07-31T00:00:11.457160Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/115556.jpg",0,"0.0","0.2",0,0,0,0,0,0,0,0,0,0,2,17
"241",330,"Jan","Vertonghen","DEF","Spurs",5300000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/39194.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,17
"224",331,"Toby","Alderweireld","DEF","Spurs",5500000,5,"1.7","a",47,"64.8","32.4","8.0","10.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/55605.jpg",0,"0.2","0.9",0,0,0,0,0,0,0,0,0,0,2,17
"234",332,"Danny","Rose","DEF","Spurs",5500000,4,"1.3","a",37,"60.0","80.2","6.0","14.6","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/38290.jpg",0,"0.2","0.7",0,0,0,0,0,0,1,0,0,0,2,17
"228",333,"Davinson","Sánchez","DEF","Spurs",5500000,5,"1.7","a",47,"60.8","13.4","21.0","9.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/173904.jpg",0,"0.2","0.9",0,0,0,0,0,0,0,0,0,0,2,17
"192",334,"Kieran","Trippier","DEF","Spurs",5500000,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined Atletico Madrid on a permanent deal on 17/7","2019-07-18T09:00:08.860585Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/77794.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,17
"165",335,"Juan","Foyth","DEF","Spurs",5e+06,0,"0.0","i",0,"0.0","0.0","0.0","0.0","Ankle injury - Expected back 14 Sep","2019-06-25T11:30:07.259817Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/234908.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,17
"193",336,"Serge","Aurier","DEF","Spurs",4900000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","","2019-07-31T00:00:11.487644Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/80226.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,17
"167",337,"Kyle","Walker-Peters","DEF","Spurs",5e+06,5,"1.7","i",44,"54.4","42.5","18.0","11.6","Hamstring injury - Unknown return date","2019-08-25T18:00:16.782378Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/158534.jpg",0,"0.2","1.0",0,0,0,0,0,0,0,0,0,0,2,17
"484",338,"Harry","Kane","FWD","Spurs",11100000,17,"5.7","a",54,"64.6","28.7","107.0","19.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/78830.jpg",3,"0.4","1.5",2,0,0,0,0,0,0,0,0,3,4,17
"469",339,"Vincent","Janssen","FWD","Spurs",4500000,0,"0.0","u",0,"0.0","0.0","0.0","0.0","Joined Monterrey on a permanent deal on 23/7","2019-07-30T07:00:10.626522Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/165990.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,4,17
"43",340,"Hugo","Lloris","GKP","Spurs",5500000,8,"2.7","a",53,"97.2","0.0","0.0","9.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/37915.jpg",0,"0.4","1.5",0,0,0,0,0,0,0,0,13,0,1,17
"22",341,"Paulo","Gazzaniga","GKP","Spurs",4500000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/102884.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,1,17
"366",342,"Heung-Min","Son","MID","Spurs",9500000,2,"2.0","a",9,"13.4","35.2","75.0","12.4","","2019-06-25T11:30:07.273840Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/85971.jpg",0,"0.1","0.2",0,0,0,0,0,0,0,0,0,0,3,17
"367",343,"Christian","Eriksen","MID","Spurs",8800000,4,"1.3","a",30,"27.2","81.1","36.0","14.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/80607.jpg",0,"0.1","0.5",0,0,0,0,0,0,0,0,0,0,3,17
"368",344,"Bamidele","Alli","MID","Spurs",8400000,0,"0.0","d",0,"0.0","0.0","0.0","0.0","Hamstring injury - 75% chance of playing","2019-08-04T16:30:15.610370Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/108823.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,17
"369",345,"Lucas","Rodrigues Moura da Silva","MID","Spurs",7500000,13,"4.3","a",45,"59.6","45.3","123.0","22.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/95715.jpg",0,"0.4","1.7",1,1,0,0,0,0,0,0,0,0,3,17
"370",346,"Erik","Lamela","MID","Spurs",6e+06,15,"5.0","a",60,"72.8","67.9","68.0","20.9","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/62974.jpg",2,"0.6","2.5",1,1,0,0,0,0,1,0,0,2,3,17
"371",347,"Harry","Winks","MID","Spurs",5500000,4,"1.3","a",36,"48.0","54.9","3.0","10.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/157668.jpg",0,"0.2","0.7",0,0,0,0,0,0,1,0,0,0,3,17
"372",348,"Victor","Wanyama","MID","Spurs",5e+06,0,"0.0","a",0,"0.0","0.0","0.0","0.0","","2019-07-31T00:00:11.516279Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/54756.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,17
"413",349,"Moussa","Sissoko","MID","Spurs",5e+06,9,"3.0","a",50,"47.4","72.0","57.0","17.7","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/45268.jpg",0,"0.4","1.8",0,1,0,0,0,0,0,0,0,0,3,17
"374",350,"Eric","Dier","MID","Spurs",5e+06,0,"0.0","d",0,"0.0","0.0","0.0","0.0","Hip injury - 75% chance of playing","2019-08-30T12:30:13.952408Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/93264.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,17
"415",351,"Luke","Amos","MID","Spurs",4500000,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined QPR on loan until the end of the season on 1/7. - Expected back 01 Jul","2019-07-02T09:00:13.289180Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/168764.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,3,17
"416",352,"Oliver","Skipp","MID","Spurs",4500000,2,"1.0","a",6,"5.0","0.2","0.0","0.5","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/209042.jpg",0,"0.1","0.4",0,0,0,0,0,0,0,0,0,0,3,17
"240",353,"José","Holebas","DEF","Watford",4900000,2,"0.7","a",38,"54.4","76.5","0.0","13.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/40868.jpg",0,"0.1","0.4",0,0,0,0,0,0,2,0,0,0,2,18
"233",354,"Christian","Kabasele","DEF","Watford",4400000,2,"2.0","a",14,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/85624.jpg",0,"0.1","0.5",0,0,0,0,0,0,0,0,0,0,2,18
"218",355,"Adam","Masina","DEF","Watford",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/155651.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,18
"152",356,"Adrian","Mariappa","DEF","Watford",4400000,0,"0.0","a",0,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/20145.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,18
"112",357,"Francisco","Femenía Far","DEF","Watford",4500000,6,"1.5","a",46,"51.6","67.3","15.0","13.4","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/54484.jpg",0,"0.3","1.3",0,0,0,0,0,0,0,0,0,0,2,18
"153",358,"Craig","Cathcart","DEF","Watford",4400000,5,"1.2","a",52,"45.8","1.5","4.0","5.2","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/41338.jpg",0,"0.3","1.1",0,0,0,0,0,0,1,0,0,0,2,18
"113",359,"Daryl","Janmaat","DEF","Watford",4400000,2,"2.0","a",11,"0.0","0.0","0.0","0.0","",NA,"https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/52940.jpg",0,"0.1","0.5",0,0,0,0,0,0,0,0,0,0,2,18
"195",360,"Marc","Navarro","DEF","Watford",4e+06,0,"0.0","n",0,"0.0","0.0","0.0","0.0","Joined Leganes on loan until the end of the season on 25/7. - Expected back 01 Jul","2019-07-26T16:00:12.508474Z","https://platform-static-files.s3.amazonaws.com/premierleague/photos/players/110x140/220166.jpg",0,"0.0","0.0",0,0,0,0,0,0,0,0,0,0,2,18
